course_id,course,wbl,level,department,field,frontend_label,semesters,description
KKOM-CET-015,Sijil Pengendalian Acara,0,Sijil,Pelancongan Dan Hospitaliti,Pengendalian Acara,"Hospitaliti, Kulinari & Pelancongan",4,"Program ini direkabentuk bertujuan memperkenalkan pelajar kepada keperluan tenaga kerja yang terkini berdasarkan permintaan industri. Pelajar akan memperolehi pengalaman bagaimana untuk melaksanakan dan mengendalikan aktiviti berkaitan pengendalian acara. Pelajar berkemampuan untuk merancang, melaksanakan dan menguruskan projek yang ditugaskan sepanjang proses pembelajaran berlangsung. Program ini menawarkan modul teras Pengenalan Acara, Fasiliti Dalam Acara, Etiket dan Protokol Dalam Acara, Pengendalian Acara Sosial, Pemasaran Dalam Acara, Food and Beverage For Event, Pengendalian Acara Sukan, Pengendalian Acara Perkahwinan, Khidmat Pelanggan, Interpretasi Dalam Acara, Projek, dan Pengendalian Acara Korporat (MICE). Pelajar juga akan diajar berkaitan dengan modul wajib yang mana akan membekalkan pelajar dengan kemahiran insaniah dan pembelajaran secara kendiri melalui tugasan dan projek. Lulusan daripada program ini akan bersedia bagi menyahut cabaran dunia sebenar dalam bidang Pengendalian Acara."
KKOM-CET-016,Sijil Pengoperasian Perniagaan,0,Sijil,Pengurusan Dan Perdagangan,Pengoperasian Perniagaan,Perniagaan & Perdagangan,4,"Program Pengoperasian Perniagaan adalah salah satu program yang membolehkan pelajar mendapat pengetahuan dan kemahiran bukan sahaja secara teori bahkan juga secara amali dalam bidang perakaunan, kewangan dan perniagaan. Dengan pengetahuan dan kemahiran yang diperolehi itu nanti dapat membantu dan mampu menyediakan pelajar ke alam pekerjaan mahupun melanjutkan pelajaran ke peringkat yang lebih tinggi. Antara lain, program ini dapat melengkapkan pelajar dengan pengetahuan dan kemahiran berkaitan dengan:
1. Penyediaan rekod-rekod perakaunan daripada dokumen sumber dan seterusnya menyediakan Laporan Kewangan berpandukan kitaran perakaunan yang lengkap.
2. Pengendalian kos pengeluaran, buku tunai runcit, dan penyata aliran tunai dengan menggunakan peralatan-peralatan dengan betul dan selamat dan mempraktikkan kaedah, metodologi dan teknik dengan sesuai dan tertib dalam melaksanakan tugasan.
3. Melaksanakan aktiviti sokongan pemasaran,pengiklanan, promosi jualan dan sokongan jualan dengan betul dan mempraktikkan kaedah, metodologi dan teknik yang sesuai dan tertib dalam melaksanakan tugasan.
4. Melibatkan diri dalam pembangunan maklumat dan keusahawanan.
5. Menggunakan pengetahuan dan kemahiran asas keusahawanan di dalam bisnes secara professional dan beretika.
6. Menunjukkan kerjasama dan kemahiran interpersonal dan sosial semasa merancang dan melaksanakan tugasan
7. Mengamalkan kemahiran mengumpul maklumat dan pembelajaran kendiri dan sepanjang hayat.
8. Menyampaikan pengetahuan bagi isu kotemporari dan mengenal pasti keperluan bagi pembelajaran sepanjang hayat.
9. Berkomunikasi secara berkesan, bersikap professional dan bertanggungjawab di dalam persekitaran kerja berkumpulan."
KKOM-CET-017,Sijil Penyelenggaraan Bangunan,0,Sijil,Teknologi Awam Dan Alam Bina,Penyelenggaraan Bangunan,"Sivil, Seni Bina & Pembinaan",4,"Program ini direkabentuk bertujuan untuk melengkapkan pelajar kepada kemahiran penyelenggaraan bangunan bagi memenuhi keperluan industri pembinaan seperti perkhidmatan dan penyelenggaraan bangunan. Program ini menawarkan modul pengetahuan Asas Penyelenggaraan Bangunan, Pendawaian Elektrik dan Penyaman Udara, Kimpalan Logam dan Perpaipan dan Kemasan Bangunan. Di samping itu juga, pelajar akan didedahkan kepada aspek dan kaedah penyelenggaraan bangunan dari segi pengetahuan dan kemahiran secara teori dan amali mengikut keperluan kerja sebenar."
KKOM-CET-018,Sijil Penyeliaan Tapak Bina,0,Sijil,Teknologi Awam Dan Alam Bina,Penyeliaan Tapak Bina,"Sivil, Seni Bina & Pembinaan",4,Program Sijil Penyeliaan Tapak Bina adalah salah satu program yang membolehkan pelajar mendapat pengetahuan dan kemahiran bukan sahaja secara teori bahkan juga secara amali dalam bidang Penyeliaan Tapak Bina. Dengan pengetahuan dan kemahiran yang diperolehi itu nanti dapat membantu dan mampu menyediakan pelajar ke alam pekerjaan.
KKOM-CET-019,Sijil Perkhidmatan Logistik,0,Sijil,Pengurusan Dan Perdagangan,Perkhidmatan Logistik,Perniagaan & Perdagangan,4,"Program Sijil Perkhidmatan Logistik dibangunkan bagi membolehkan pelajar mendapat pengetahuan dan kemahiran secara teori dan amali dalam prinsip dan amalan pengangkutan fret, pengurusan rantaian bekalan, pengurusan operasi gudang dan pengagihan, pengurusan perolehan dan sumber serta pengurusan inventori. Selain pengetahuan dan kemahiran teknikal, program juga menekankan kepada pengembangan potensi pelajar secara bersepadu dan holistik melalui kursus seperti pengajian am dan keusahawanan."
KKOM-CET-020,Sijil Rekabentuk Dalaman,0,Sijil,Teknologi Awam Dan Alam Bina,Rekabentuk Dalaman,"Sivil, Seni Bina & Pembinaan",4,"Program ini direkabentuk bertujuan memperkenalkan pelajar kepada bidang rekabentuk dalaman selari dengan perkembangan teknologi terkini. Pelajar akan diberi peluang menerokai kerjaya di dalam bidang rekabentuk dan hiasan dalaman. Program ini mendedahkan pelajar dengan pengetahuan gabungan kreatif, bentuk, fungsi bahan dan nilai estetika ke dalam ruang dalaman.
Program ini menawarkan modul teras Rekabentuk Dalaman I, Lukisan Teknikal, CADD 2D dan Bahan Binaan Dan Kemasan untuk semester 1. Modul teras bagi semester 2 merangkumi Rekabentuk Dalaman II, Lukisan Terperinci Dan Spesifikasi, CADD 3D dan Sejarah Rlamanekabentuk D Manakala modul teras bagi semester 3 pula ialah Rekabentuk Dalaman III, Anggaran Dan Kos Bahan dan Pembuatan Model. Pelajar juga akan diajar berkaitan dengan modul wajib yang mana akan membekalkan pelajar dengan kemahiran insaniah dan pembelajaran secara kendiri melalui tugasan dan projek. Sehubungan dengan itu, lulusan daripada program ini akan bersedia untuk menyahut cabaran dunia sebenar dalam industri rekabentuk dalaman."
KKOM-CET-021,Sijil Rekabentuk dan Pembuatan Perabot,0,Sijil,Teknologi Awam Dan Alam Bina,Rekabentuk Dan Pembuatan Perabot,"Sivil, Seni Bina & Pembinaan",4,"Program Reka Bentuk dan Pembuatan Perabot adalah salah satu program yang membolehkan pelajar mendapat pengetahuan dan kemahiran bukan sahaja secara teori bahkan juga secara amali dalam bidang Reka Bentuk dan Pembuatan Perabot. Dengan pengetahuan dan kemahiran yang diperolehi itu nanti dapat membantu dan mampu menyediakan pelajar ke alam pekerjaan mahupun melanjutkan pelajaran ke peringkat yang lebih tinggi.
Antara lain, program ini dapat melengkapkan pelajar dengan pengetahuan dan kemahiran berkaitan dengan:
1. Teknik dan kaedah melukis lukisan asas geometri dan menghasilkan reka bentuk berbantu komputer 2D dan 3D.
2. Penghasilan perabot luaran merangkumi pengenalan kayu, pengeringan dan pengawetan, pemesinan serta pembuatan perabot luaran.
3. Penghasilan perabot dalaman merangkumi pemprosessan kayu, pembuatan perabot luaran serta kemasan dan perekat.
4. Melakar motif ukiran tangan separuh tembus dan tebuk tembus.
5. Menghasilkan ukiran CNC merangkumi simulasi CNC, memindah arahan kerja CNC, mengukir ukiran berbantu CNC dan membuat kemasan ukiran CNC."
KKOM-CET-022,Sijil Seni Visual Kreatif,0,Sijil,Rekabentuk Dan Kreatif,Seni Visual Kreatif,Seni Reka & Kreatif,4,"Sijil Seni Visual Kreatif dibentuk untuk menggembleng kebolehan dan bakat pelajar berasaskan kreativiti, inovasi dan teknologi dalam pengkhususan menghasilkan produk cenderamata. Pelajar akan memperolehi pengalaman bagaimana untuk membuat dan memasarkan produk mereka sebagai langkah permulaan dalam bidang keusahawanan. Program ini menawarkan modul teras Asas Senireka, Sejarah Seni Kraf, Asas Rekabentuk Digital, Aplikasi Bahan dan Peralatan, Rekabentuk Visual, Rekabentuk Cenderamata dan Kraf Hiasan, Teknik dan Proses Batik Kontemporari, Teknik dan Proses Seramik Kontemporari, Asas Keusahawanan, Peragaan Produk dan Projek Akhir Visual Kreatif.
Pelajar juga akan diajar berkaitan dengan kursus wajib yang mana akan membekalkan pelajar dengan kursus Pembangunan Diri dan pembelajaran secara kendiri melalui tugasan dan projek. Lulusan daripada program ini mampu menyahut cabaran dalam memartabatkan Industri Seni Kreatif Negara."
KKOM-CET-023,Sijil Teknologi Akuakultur,0,Sijil,Teknologi Pertanian,Teknologi Akuakultur,Pertanian & Bio-Industri,4,Program Akuakultur merupakan inisiatif pendidikan yang menawarkan gabungan pengetahuan teori dan kemahiran praktikal dalam bidang akuakultur. Program ini bertujuan untuk melengkapkan pelajar dengan kemahiran teknikal yang relevan sekaligus mempersiapkan mereka secara holistik untuk menghadapi cabaran dan peluang dalam alam pekerjaan yang semakin mencabar.
KKOM-CET-024,Sijil Teknologi Automotif,0,Sijil,Teknologi Mekanikal,Teknologi Automotif,Mekanikal & Automotif,4,"Program Servis Kenderaan Ringan adalah salah satu program yang membolehkan pelajar mendapat pengetahuan dan kemahiran bukan sahaja secara teori bahkan juga secara amali dalam bidang Automotif. Dengan pengetahuan dan kemahiran yang diperolehi itu nanti dapat membantu dan mampu menyediakan pelajar ke alam pekerjaan. Antara lain, program ini dapat melengkapkan pelajar dengan pengetahuan dan kemahiran berkaitan dengan:
1. Pengendalian bengkel, pemeriksaan sistem kenderaan, penyelenggaraan sistem penyamanan udara kenderaan dan servis asas kenderaan.
2. Selenggara roda, selenggara sistem stereng, selenggara sistem gantungan dan selenggara sistem brek.
3. Rombak rawat sistem klac, rombak rawat transmisi manual, rombak rawat transmisi automatik dan rombak rawat unit pacuan akhir.
4. Analisa kerosakan enjin, penyelenggaraan sistem elektrik enjin, penyelenggaraan sistem pengurusan enjin dan merombak rawat enjin."
KKOM-CET-025,Sijil Teknologi Elektrik,0,Sijil,Teknologi Elektrik,Teknologi Elektrik,Elektrik & Elektronik,4,"Program Sijil Teknologi Elektrik adalah merupakan program yang digubal bagi memastikan pelajar memperolehi pengetahuan dan kemahiran di dalam bidang elektrik. Melalui program ini, pelajar bukan sahaja berpeluang mendapatkan pengetahuan teori tetapi juga latihan amali.
Terdapat 4 modul bagi program iaitu Pemasangan Elektrik Fasa Tunggal, Pemasangan Elektrik Tiga Fasa, Pemasangan dan Kawalan Mesin Elektrik dan Pemasangan Elektrik Industri."
KKOM-CET-026,Sijil Teknologi Elektrik Pemasangan dan Perkhidmatan,0,Sijil,Teknologi Elektrik,Teknologi Elektrik Pemasangan Dan Perkhidmatan,Elektrik & Elektronik,4,"Program ini direkabentuk untuk memperkenalkan kepada pelajar tentang teknologi semasa dalam bidang Teknologi Elektrik dimana pelajar didedahkan dengan kemahiran dan pengetahuan terkini. Antara lain, program ini dapat melengkapkan pelajar dengan pengetahuan dan kemahiran berkaitan dengan:
1. Keselamatan dan Kesihatan Pekerjaan
2. Akta Bekalan Elektrik dan Peraturan-peraturan Elektrik serta Pemasangan Elektrik Fasa Tunggal
3. Rekabentuk Pemasangan Elektrik, Asas Elektronik dan Sistem Digital
4. Kemahiran Penyeliaan.
5. Jenis-jenis Motor Elektrik dan Kawalan Motor serta Pemasangan Elektrik Tiga Fasa."
KKOM-CET-027,Sijil Teknologi Maklumat,0,Sijil,Perkomputeran,Teknologi Maklumat,"Komputer, IT & Multimedia",4,"Program Teknologi Maklumat merupakan program yang memberi peluang kepada pelajar untuk memperoleh pengetahuan dan kemahiran, bukan sahaja secara teori tetapi juga secara praktikal, bagi memastikan pemahaman yang mendalam mengenai bidang Teknologi Maklumat. Program ini bertujuan melahirkan pelajar yang berpotensi untuk menyesuaikan penggunaan teknologi dalam sistem komputer dan teknologi rangkaian, bagi menghadapi cabaran baharu dalam bidang teknologi maklumat yang sejajar dengan keperluan negara.
Selain itu, program ini juga mensyaratkan pelajar menjalani Latihan Industri untuk memberikan pendedahan kepada persekitaran kerja sebenar, serta membolehkan mereka melanjutkan pengajian ke peringkat yang lebih tinggi. Di akhir program ini, pelajar diharapkan memiliki pengetahuan dan kemahiran praktikal untuk mengendalikan tugasan berkaitan Teknologi Maklumat, berdasarkan kursus yang telah mereka pelajari. Kemahiran ini akan membantu mereka melaksanakan tugas dengan cekap di dalam dunia pekerjaan. Program ini dirangka untuk melengkapkan pelajar dengan pengetahuan dan kemahiran dalam kursus-kursus seperti berikut:
1. Kursus Teknikal:
Teras Umum:
Matematik Asas, Asas Pangkalan Data, Asas Pengaturcaraan, Seni Bina Komputer, Sistem Pengoperasian, Analisis dan Rekabentuk Sistem, Rangkaian dan Komunikasi Data, Keselamatan Siber.
Laluan Penumpuan Teknologi Maklumat dan Sistem Komputer
Perisian Aplikasi, Pembangunan Web, Pengaturcaraan Berorientasikan Objek, Multimedia Digital, Aplikasi Mudah Alih, Pengenalan kepada Internet Pelbagai Benda (IoT), Projek. Asas Elektrik dan Elektronik, Teknologi Rangkaian, Pentadbiran Pelayan, Pentadbiran Rangkaian, Pembaikan dan Penyelenggaraan Komputer, Aplikasi & Teknologi Mudah Alih.
2. Kursus Kemahiran Insaniah:/ Softskills Courses:
Pendidikan Islam/Moral, Communicative English, Keusahawanan, Workplace English, Pengajian Malaysia dan;
3. Latihan Industri"
KKOM-CET-028,Sijil Teknologi Pembinaan Bangunan,0,Sijil,Teknologi Awam Dan Alam Bina,Teknologi Pembinaan Bangunan,"Sivil, Seni Bina & Pembinaan",4,Program ini direkabentuk bertujuan memperkenalkan pelajar kepada bidang teknologi pembinaan selari dengan perkembangan teknologi terkini. Pelajar diberi peluang menerokai kerjaya di dalam bidang teknologi pembinaan bangunan. Program ini mendedahkan pelajar tentang pengetahuan teori dan amali dengan mempraktikkan konsep teknologi pembinaan.
KKOM-CET-029,Sijil Teknologi Pembuatan,0,Sijil,Teknologi Mekanikal,Teknologi Pembuatan,Mekanikal & Automotif,4,"Program Teknologi Pembuatan adalah salah satu program yang membolehkan pelajar mendapat pengetahuan dan kemahiran bukan sahaja secara teori bahkan juga secara amali dalam bidang Pembuatan. Dengan pengetahuan dan kemahiran yang diperolehi itu nanti dapat membantu dan mampu menyediakan pelajar ke alam pekerjaan mahupun melanjutkan pelajaran ke peringkat yang lebih tinggi. Antara lain, program ini dapat melengkapkan pelajar dengan pengetahuan dan kemahiran berkaitan dengan:
1. Teknik dan kaedah dalam menghasilkan lukisan kejuruteraan dan merekabentuk produk pembuatan dengan Rekabentuk Terbantu Komputer (CAD).
2. Menghasilkan produkmekanikal menggunakan mesin-mesin pembuatan konvensional.
3. Menghasilkan produk mekanikal menggunakan mesin-mesin Kawalan Berangka Berkomputer (CNC).
4. Membaca, membina dan troubleshoot litar skematik melibatkan kawalan sistem pneumatik, hidraulik, elektro-mekanikal dan PLC.
5. Menggunakan kaedah-kaedah kawalan mutu dalam penghasilan produk."
KKOM-CET-030,Sijil Teknologi Pemprosesan Makanan,0,Sijil,Teknologi Pertanian,Teknologi Pemprosesan Makanan,Pertanian & Bio-Industri,4,"Sijil Teknologi Pemprosesan Makanan dibentuk untuk mendedahkan pelajar dengan pengetahuan dan kemahiran yang diperlukan oleh industri untuk menjadi pekerja separa mahir. Program ini meliputi kemahiran dalam bidang sains dan teknologi makanan, kawalan mutu makanan, pembungkusan makanan serta keusahawanan. Program yang ditawarkan ini sejajar dengan Akta Makanan 1983, Peraturan- peraturan Makanan 1985 dan Peraturan-peraturan Kebersihan Makanan 2009 yang sedang berkuatkuasa. Antara lain, program ini dapat melengkapkan pelajar dengan pengetahuan dan kemahiran berkaitan dengan:
i. Teknologi pemprosesan hasilan haiwan dan tumbuhan,teknologi minuman, teknologi bakeri dan teknologi konfeksionari,
ii. Pengenalan tentang pengawalan mutu makanan, baik semasa atau selepas,
iii. Pemprosesan, aspek kandungan makanan dan pemakanan,
pengenalan industri makanan yang merangkumi tentang undang-undang makanan serta pensijilan halal yang sering menjadi isu utama dalam pengeluaran makanan, dan
iv. Pengurusan serta pemasaran hasilan makanan."
KKOM-CET-031,Sijil Teknologi Penyejukan dan Penyamanan Udara,0,Sijil,Teknologi Mekanikal,Teknologi Penyejukan Dan Penyamanan Udara,Mekanikal & Automotif,4,"Program Sijil Teknologi Penyejukan Dan Penyamanan Udara adalah salah satu program yang membolehkan pelajar mendapat pengetahuan dan kemahiran teknikal secara teori dan amali. Melalui pengetahuan dan kemahiran yang diperolehi, ia dapat membantu dan menyediakan pelajar ke alam pekerjaan yang sebenar dan mencabar. Antara lain, program ini dapat melengkapkan pelajar dengan pengetahuan dan kemahiran berkaitan:
1. Unit Penyamanan Udara Domestik: Latihan penyediaan asas, pemasangan dan penyelenggaraan unit penyamanan udara.
2. Unit Penyamanan Udara Kenderaan: Penyelenggaraan unit penyamanan udara kereta, bas dan van.
3. Unit Penyejukan: Penyelenggaraan unit penyejukan domestik, unit penyejukan komersil dan unit penyejukan bilik beku.
4. Unit Penyamanan Udara Industri: Penyelenggaraan unit penyamanan udara industri package unit, chiller dan variable refrigerant volume (VRV)."
KKOM-CET-032,Sijil Teknologi Penyelenggaraan Kenderaan Pacuan Empat Roda,0,Sijil,Teknologi Mekanikal,Teknologi Penyelenggaraan Kenderaan Pacuan Empat Roda,Mekanikal & Automotif,4,"Program Sijil Penyelenggaraan Kenderaan Pacuan Empat Roda ini direka bentuk bertujuan untuk menghasilkan graduan holistik yang mempunyai ilmu pengetahuan dan kemahiran kompeten dalam memenuhi permintaan tenaga kerja dalam sektor industri automotif. Dalam program ini merangkumi pembelajaran dan pengajaran mengenai sistem kenderaan seperti enjin, roda, brek, stereng, elektrik kenderaan, gantungan, transmisi dan penyamanan udara kenderaan. Selain itu, program ini juga menawarkan kursus seperti Keselamatan dan Kesihatan Pekerja (Occupational Safety & Health), Khidmat Pelanggan, dan Teknologi Hijau."
KKOM-CET-033,Sijil Teknologi Penyenggaraan Industri,0,Sijil,Teknologi Mekanikal,Teknologi Penyenggaraan Industri,Mekanikal & Automotif,4,"Program ini direkabentuk bertujuan untuk menghasilkan graduan holistik yang mempunyai ilmu pengetahuan dan kompeten untuk memenuhi permintaan tenaga kerja dalam sektor industri. Struktur program ini merangkumi kursus Keselamatan dan Kesihatan Pekerja (OSH), Teknologi Woksyop, Kimpalan dan Fabrikasi Logam, Teknologi Elektrik, Sistem Elektronik, Lukisan Terbantu Komputer (CAD 2D), Kawalan Kualiti, Pneumatik dan Hidraulik, Elektro Pneumatik dan Elektro Hidraulik, Programmable Logic Controller (PLC), Penyenggaraan Kelengkapan Industri dan Pemesinan Konvensional."
KKOM-CET-034,Sijil Teknologi Penyenggaraan Motosikal Berkuasa Tinggi,0,Sijil,Teknologi Mekanikal,Teknologi Penyenggaraan Motosikal Berkuasa Tinggi,Mekanikal & Automotif,4,"Program Sijil Penyenggaraan Motosikal (Berkuasa Tinggi) adalah salah satu program yang membolehkan pelajar mendapat pengetahuan dan kemahiran bukan sahaja secara teori bahkan juga secara amali dalam bidang Penyenggaraan Motosikal. Dengan pengetahuan dan kemahiran yang diperolehi itu nanti dapat membantu dan mampu menyediakan pelajar ke alam pekerjaan mahupun melanjutkan pelajaran ke peringkat yang lebih tinggi. Antara lain, program ini dapat melengkapkan pelajar dengan pengetahuan dan kemahiran berkaitan dengan:
1. Pengendalian bengkel servis motosikal, servis asas motosikal, pemeriksaan kerangka dan set penutup serta selenggaran sistembahan api.
2. Selenggara roda, selenggara sistem gantungan dan stereng, selenggara sistem brek dan penyenggaraan sistem elektrik enjin.
3. Rombak rawat sistem klac, servis pacuan akhir, penyenggaraan sistem pacuan akhir automatik dan penyenggaraan sistem suntikan bahan api enjin.
4. Analisa kerosakan enjin, rombak rawat enjin satu silinder, berbilang silinder dan penyeliaan pusat servis motosikal."
KKOM-CET-035,Sijil Teknologi Peranti Mudah Alih,0,Sijil,Teknologi Elektrik,Teknologi Peranti Mudah Alih,Elektrik & Elektronik,4,"Program ini direka bentuk bertujuan memperkenalkan pelajar kepada teknologi peranti mudah alih yang terkini. Pelajar akan memperolehi pengalaman bagaimana untuk menyediakan dan menyelenggara peranti mudah alih. Pelajar berkemampuan untuk mengendalikan kerja kerja berkaitan peranti mudah alih. Program ini menawarkan modul teras Asas Sistem Digit, Asas Elektrik dan Elektronik, Asas Telekomunikasi, Asas Pemasaran, Komunikasi Data,Pengenalan Peranti Mudah Alih, Teknologi IoT Peranti Mudah Alih, Asas Pengaturcaraan, Antaramuka Aplikasi Peranti Mudah Alih, Baikpulih Peranti Mudah Alih, Pembangunan Aplikasi Android, Perkhidmatan Pelanggan dan Keselamatan Peranti Mudah Alih. Pelajar juga akan didedahkan dengan elemen soft skills melalui modul wajib yang menerapkan kemahiran insaniah dan pembelajaran kendiri melalui tugasan serta projek. Di samping itu, lulusan daripada program ini juga akan mempelajari teknik-teknik keusahawanan sebagai nilai tambah bagi menyahut cabaran dunia sebenar dalam bidang Teknologi Peranti Mudah Alih dan keusahawanan."
KKOM-CET-036,Sijil Teknologi Senibina,0,Sijil,Teknologi Awam Dan Alam Bina,Teknologi Senibina,"Sivil, Seni Bina & Pembinaan",4,"Kursus ini mendedahkan dan melengkapkan pelajar dengan pengetahuan dan kemahiran:
1. Menghasilkan lukisan kerja senibina yang menepati kehendak UndangUndang Kecil Bangunan Seragam dan Pihak Berkuasa Tempatan
2. Menghasilkan lukisan persembahan senibina
3. Menghasilkan model bangunan bagi tujuan persembahan
4. Menghasilkan model 3D bangunan (BIM)"
KKOM-CET-037,Sijil Teknologi Telekomunikasi,0,Sijil,Teknologi Elektrik,Teknologi Telekomunikasi,Elektrik & Elektronik,4,"Program ini direkabentuk untuk melengkapkan pelajar dengan pengetahuan dan kemahiran terkini di dalam bidang teknologi telekomunikasi. Program ini menawarkan kursus teras seperti Teknologi Elektrik, Alat Pengukuran, Peranti Semikonduktor, Sistem Komputer,Keselamatan Dan Kesihatan Pekerjaan, Telekomunikasi, Sistem Digit, Lukisan Terbantu Komputer, Lukisan Elektronik Terbantu Komputer, Komunikasi Data, Rangkaian Komputer, Microcontroller di samping menekankan bidang pengkhususan. Bidang pengkhususan termasuk Teknologi Jalur Lebar dan Komunikasi Fiber Optik. Di samping itu, lulusan daripada program ini juga akan mempelajari teknik-teknik keusahawanan sebagai
nilai tambah bagi menyahut cabaran dunia sebenar dalam Teknologi Telekomunikasi dan keusahawanan. Merupakan program yang menekankan pembelajaran secara praktikal,graduan program bersedia untuk menempuhi cabaran dalam dunia teknologi telekomunikasi."
KKOM-CET-038,Sijil Terapi Kecantikan dan Spa,0,Sijil,Perkhidmatan,Terapi Kecantikan Dan Spa,Perniagaan & Perdagangan,4,"Program Terapi Kecantikan dan Spa adalah salah satu program yang membolehkan pelajar mendapat pengetahuan dan kemahiran bukan sahaja secara teori bahkan juga secara amali dalam bidang Terapi Kecantikan dan Spa. Dengan pengetahuan dan kemahiran yang diperolehi itu nanti dapat membantu dan mampu menyediakan pelajar ke alam pekerjaan mahupun melanjutkan pelajaran ke peringkat yang lebih tinggi.
Antara lain, program ini dapat melengkapkan pelajar dengan pengetahuan dan kemahiran berkaitan dengan:
1. Teknik dan kaedah melaksanakan rawatan kulit muka, spa tangan dan kaki, persolekan professional, spa badan dan pengurusan spa.
2. Mendedahkan pelajar kepada aspek-aspek keusahawan supaya dapat mewujudkan peluang perniagaan dalam bidang yang berkaitan.
3. Memberi pendedahan kepada pelajar mengenai cara komunikasi yang berkesan.
4. Memastikan pelajar mahir dengan kaedah dan teknik menggunakan mesin yang betul dan berkesan mengikut prosedur-prosedur yang telah ditetapkan. Membantu dalam memantapkan lagi kemahiran pelajar dalam bidang solekan dan urutan.
5. Memberi pendedahan kepada pelajar tentang cara pengurusan spa atau perniagaan."
UZ0520001,Asasi Kejuruteraan Dan Teknologi,0,Asasi,Kejuruteraan,Kejuruteraan,Mekanikal & Automotif,2,"Provides a balanced foundation in science and technology while instilling patriotism and basic military skills through rigorous academic and physical training. [2, 3]"
UM0221001,Asasi Pengajian Islam Dan Sains,0,Asasi,Sains,Sains,Pertanian & Bio-Industri,2,"Bridges traditional Islamic knowledge with modern scientific methodology, grounding students in ethical traditions while preparing them for professional STEM fields. [4, 5]"
UZ0345001,Asasi Pengurusan Dan Strategi,0,Asasi,Pengurusan,Pengurusan Dan Strategi,Perniagaan & Perdagangan,2,"Focuses on management and defense strategy, preparing future military and civilian leaders through coursework and leadership training. [2, 3]"
UZ0721001,Asasi Perubatan,0,Asasi,Kesihatan,Perubatan,Pertanian & Bio-Industri,2,"Prepares students for medical degrees through intensive academic coursework and discipline-based physical training within a defense environment. [2, 3]"
UL0010001,Asasi Sains,0,Asasi,Sains,Sains,Pertanian & Bio-Industri,2,"Integrates fundamental science subjects with entrepreneurship education to produce graduates ready for a competitive business ecosystem. [6, 7]"
UP0000001,Asasi Sains Pertanian,0,Asasi,Pertanian Dan Bio-Industri,Pertanian,Pertanian & Bio-Industri,2,"Provides a solid academic foundation in core sciences (biology, chemistry, physics) to facilitate entry into agro-based and bioscience degrees."
UL0010002,Asasi Sains Sosial,0,Asasi,Sains,Sains Sosial,Perniagaan & Perdagangan,2,"Combines social science theories with entrepreneurial skills to ensure graduates can effectively contribute to the national economy. [8, 7]"
UG0010001,Asasi Stem,0,Asasi,STEM,STEM,"Komputer, IT & Multimedia",3,Focuses on transitions into marine science and technology using hands-on workshops in robotics and micro-controllers. [9]
UK0010001,Asasipintar Ukm #,0,Asasi,Umum,Umum,Perniagaan & Perdagangan,2,"A pre-university initiative for high-potential students that integrates theoretical knowledge with research-oriented courses and holistic development. [10, 11]"
UA4222001,Diploma Bahasa Etnik Baru #,0,Diploma,Bahasa Dan Komunikasi,Bahasa,Seni Reka & Kreatif,6,Strengthens the heritage of language and literature for local ethnic groups like Iban and Kadazandusun using modern technology.
UA4224001,Diploma Bahasa Inggeris #,0,Diploma,Bahasa Dan Komunikasi,Bahasa Inggeris,Seni Reka & Kreatif,6,"Develops core English skills—listening, speaking, reading, and writing—alongside linguistics and intercultural communication."
UC4340001,Diploma E-Commerce Baru,0,Diploma,Perniagaan Dan Pengurusan,E-Commerce,Perniagaan & Perdagangan,6,Addresses digital business transformation by focusing on the technical and managerial aspects of online trade.
UD4726001,Diploma Fisioterapi,0,Diploma,Kesihatan,Fisioterapi,Pertanian & Bio-Industri,6,"Uses a 2u2i model to produce knowledgeable physiotherapists with competent practical abilities in hospital-based rehabilitation. [12, 13]"
UZ4813001,Diploma Kecergasan Pertahanan #,0,Diploma,Keselamatan Dan Pertahanan,Kecergasan Pertahanan,"Sivil, Seni Bina & Pembinaan",5,"Focuses on defense agility, physical fitness, and leadership skills within a specialized defense university framework. [14]"
UR4851001,Diploma Kejuruteraan Alam Sekitar Baru,0,Diploma,Kejuruteraan,Kejuruteraan Alam Sekitar,"Sivil, Seni Bina & Pembinaan",5,"Addresses sustainable industrial practices and environmental management to support national goals for responsible production. [2, 7]"
UB4526001,Diploma Kejuruteraan Awam,0,Diploma,Kejuruteraan,Kejuruteraan Awam,"Sivil, Seni Bina & Pembinaan",5,"Trains experts in structural, transportation, and environmental engineering to meet national expert needs in construction. [8, 15]"
UJ4526001,Diploma Kejuruteraan Awam,0,Diploma,Kejuruteraan,Kejuruteraan Awam,"Sivil, Seni Bina & Pembinaan",5,Emphasizes engineering technology and technical training to support infrastructure development and project management. [16]
UR4521002,Diploma Kejuruteraan Bahan,0,Diploma,Kejuruteraan,Kejuruteraan Bahan,Mekanikal & Automotif,6,"Focuses on technical specialization in material properties for roles in metal processing and automotive sectors. [9, 17]"
UB4522001,Diploma Kejuruteraan Elektrik,0,Diploma,Kejuruteraan,Kejuruteraan Elektrik,Elektrik & Elektronik,5,"Produces Electrical Assistant Engineers capable of fulfilling industrial needs through professional and ethical technical practices. [8, 15]"
